Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
10/20/15,3,2,8,1,6,4,3,2,1,4,5,3,8,7,10,3,2,4,7,7,51 or more,Male,665.2
10/20/15,2,1,9,3,5,8,2,1,2,4,5,5,5,8,5,1,1,3,1,2,21 to 35,Female,628.4
10/20/15,2,2,5,8,6,10,5,2,2,0,1,8,7,9,10,5,2,4,0,2,21 to 35,Female,639.4
10/20/15,3,2,10,5,10,5,7,2,1,4,3,4,5,7,0,3,2,10,4,7,36 to 50,Female,706.2
10/20/15,1,2,5,4,2,3,2,3,1,9,6,4,10,8,5,0,2,5,6,8,21 to 35,Male,684.3
10/20/15,2,4,3,0,3,1,3,4,1,1,2,6,1,8,10,0,1,6,5,9,21 to 35,Male,618.4
10/20/15,4,4,7,6,10,10,6,3,2,6,8,8,4,6,7,4,2,2,3,7,Less than 20,Female,679.6
10/20/15,1,3,7,3,2,10,5,3,1,4,5,7,2,5,0,2,2,5,1,4,Less than 20,Male,665.6
10/20/15,0,5,3,5,1,4,4,1,2,8,1,5,0,6,0,5,2,10,6,1,21 to 35,Female,616.1
10/21/15,2,4,2,5,2,10,2,2,2,3,2,10,4,7,3,3,1,2,1,2,51 or more,Female,608.8
10/21/15,1,4,3,3,1,10,4,3,2,8,3,10,5,8,10,3,1,5,3,1,21 to 35,Female,617.5
10/21/15,5,2,10,10,6,4,9,5,1,8,4,8,2,8,0,1,2,10,10,10,21 to 35,Female,758.2
10/21/15,4,3,6,6,2,8,6,3,1,7,8,5,4,6,7,5,2,5,3,2,21 to 35,Male,672.2
10/21/15,2,4,3,0,3,1,1,1,2,7,2,1,0,10,10,10,2,4,1,10,51 or more,Male,582.1
10/22/15,3,2,8,6,4,5,6,2,1,5,4,10,6,8,0,0,2,10,10,10,21 to 35,Male,731.4
10/22/15,5,3,3,5,6,8,4,0,2,8,5,9,3,7,2,6,1,6,1,2,21 to 35,Male,637.5
10/22/15,0,3,7,6,1,10,3,5,1,10,2,2,10,7,0,2,2,5,1,6,36 to 50,Male,685.4
10/22/15,2,0,1,1,0,6,3,1,2,3,2,2,0,8,1,2,1,2,1,1,21 to 35,Female,585.3
10/22/15,4,5,5,3,1,8,1,2,1,7,2,5,4,8,9,5,2,4,5,5,21 to 35,Female,642
10/22/15,2,2,5,4,10,10,2,3,1,8,2,8,5,8,0,1,2,5,2,5,36 to 50,Female,698.7
10/22/15,0,4,3,3,10,8,1,5,2,3,2,3,0,8,0,2,2,7,2,4,21 to 35,Male,638.2
10/22/15,2,4,10,4,10,4,4,1,2,4,3,10,5,7,0,1,1,5,2,2,21 to 35,Female,644.5
10/22/15,5,5,6,3,5,10,4,4,1,8,4,7,5,6,3,8,2,7,1,7,21 to 35,Female,682.8
10/22/15,3,2,5,5,2,8,8,3,1,7,7,10,7,7,2,5,1,5,7,10,Less than 20,Male,698.9
10/22/15,5,2,10,7,4,10,3,5,1,7,3,9,10,9,0,1,2,4,3,7,36 to 50,Female,736.5
10/22/15,3,4,3,3,3,3,0,0,2,0,0,2,0,8,8,2,1,3,0,7,51 or more,Female,563.2
10/22/15,4,3,3,10,7,10,5,5,1,10,3,5,5,7,10,2,2,10,3,5,21 to 35,Female,704.7
10/23/15,4,3,8,5,7,7,6,1,2,8,7,10,5,7,5,1,2,4,4,7,51 or more,Female,688.7
10/23/15,4,2,5,5,3,6,5,0,1,7,1,7,5,5,0,3,2,2,1,7,36 to 50,Female,665.6
10/23/15,3,3,10,8,7,6,10,1,1,5,3,10,10,8,0,4,2,10,1,10,36 to 50,Female,728
10/23/15,2,4,1,2,2,7,3,0,2,4,2,3,2,6,5,1,2,2,1,5,21 to 35,Female,597
10/23/15,3,1,7,9,6,10,10,5,1,10,6,7,6,7,0,2,2,10,2,7,Less than 20,Female,749.3
10/23/15,3,1,7,9,6,10,10,5,1,10,6,7,6,7,0,2,2,10,2,7,Less than 20,Female,749.3
10/23/15,3,1,7,9,6,10,10,5,1,10,6,7,6,7,0,2,2,10,2,7,Less than 20,Female,749.3
10/23/15,4,5,6,3,3,4,3,5,1,8,0,3,1,8,0,2,2,3,0,10,51 or more,Female,662
10/23/15,2,4,10,8,4,10,9,2,1,8,3,7,3,10,0,3,1,3,3,9,Less than 20,Male,690.4
10/23/15,2,2,1,10,3,4,1,1,2,3,2,7,10,6,0,3,1,10,4,10,21 to 35,Female,648.8
10/24/15,5,3,3,4,3,4,3,0,1,3,2,1,3,3,0,10,1,0,1,4,36 to 50,Female,592.6
10/24/15,3,2,3,7,4,4,2,3,2,1,1,5,5,6,0,0,1,5,4,8,51 or more,Male,636.5
10/24/15,2,1,10,5,3,3,2,5,1,10,2,10,0,5,0,2,2,5,3,5,51 or more,Female,688.3
10/24/15,2,2,10,10,6,10,3,5,1,5,2,10,8,8,4,10,1,10,3,4,36 to 50,Female,692.3
10/24/15,2,2,10,10,5,10,6,5,1,5,2,10,10,8,4,9,1,10,5,6,36 to 50,Female,707.6
10/24/15,5,1,10,10,10,10,7,5,1,7,7,10,10,4,10,4,2,10,10,10,36 to 50,Female,766.3
10/24/15,5,4,10,3,3,5,2,1,1,3,3,4,0,8,10,2,2,6,1,2,36 to 50,Female,635
10/24/15,3,2,5,4,4,2,1,2,1,2,2,5,3,6,1,2,2,3,2,5,51 or more,Female,643.3
10/24/15,4,2,6,6,6,10,2,3,1,8,6,6,7,8,2,4,2,6,5,3,36 to 50,Female,705.1
10/24/15,4,3,6,8,7,3,6,4,2,4,6,5,3,7,6,6,1,8,3,6,Less than 20,Male,648.6
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,4,5,5,5,10,6,3,4,1,7,2,8,2,6,0,3,1,5,1,7,36 to 50,Female,666
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/24/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,4,4,4,4,0,2,1,2,2,7,2,6,0,7,0,1,2,3,1,5,21 to 35,Female,623.3
10/25/15,3,4,7,10,3,5,2,1,2,3,3,4,2,8,0,6,2,5,1,10,21 to 35,Female,643.5
10/25/15,1,5,3,6,4,10,0,5,1,4,4,6,3,7,7,1,2,4,6,3,21 to 35,Female,655.6
10/25/15,3,1,2,5,2,3,7,0,2,5,7,2,5,7,0,0,2,9,1,4,36 to 50,Male,653.1
10/25/15,3,2,10,8,4,10,5,5,1,7,4,6,1,7,2,1,2,10,2,6,51 or more,Male,715.1
10/25/15,5,3,5,8,4,6,10,1,1,3,3,5,2,7,5,0,2,5,0,4,21 to 35,Male,670.7
10/25/15,2,3,4,1,7,7,2,1,2,4,1,6,0,6,0,2,2,6,6,2,51 or more,Female,631.6
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/25/15,4,3,10,7,10,8,10,1,1,4,3,10,2,8,0,2,2,10,2,10,36 to 50,Female,728
10/25/15,5,2,3,6,2,5,2,3,1,7,1,10,1,9,0,6,1,7,3,7,21 to 35,Female,665.3
10/25/15,5,4,8,7,7,4,2,2,1,7,5,5,4,10,0,5,2,4,5,7,21 to 35,Female,693.4
10/26/15,5,2,8,8,7,9,8,5,1,6,9,8,9,8,8,3,2,8,9,5,36 to 50,Male,746.3
10/26/15,2,3,7,6,5,3,5,3,1,10,5,6,10,7,0,2,1,6,4,10,51 or more,Female,693
10/26/15,2,3,7,6,5,3,5,3,1,10,5,6,10,7,0,2,1,6,4,10,51 or more,Female,693
10/26/15,5,0,10,10,7,10,9,5,1,9,10,10,9,9,3,9,1,10,9,9,36 to 50,Male,767.3
10/26/15,4,2,10,6,10,7,8,5,2,9,3,4,7,8,0,2,2,10,1,9,51 or more,Male,723.4
10/26/15,2,2,6,7,9,6,5,5,1,8,2,9,4,6,0,2,2,10,2,3,Less than 20,Male,708.7
10/26/15,3,1,10,5,3,5,0,2,2,10,4,2,1,8,0,1,2,3,1,10,36 to 50,Female,663.5
10/26/15,2,3,3,4,1,10,1,0,2,2,0,6,6,6,2,10,2,0,1,1,21 to 35,Male,592.5
10/26/15,4,4,5,1,7,2,0,4,2,10,1,3,0,7,5,2,2,10,1,2,21 to 35,Female,631.2
10/26/15,3,3,4,4,3,5,3,5,2,5,0,3,0,8,0,4,1,7,7,4,21 to 35,Male,629.7
10/26/15,4,4,6,1,3,6,0,3,2,5,2,6,0,8,6,2,2,1,1,8,51 or more,Male,623.5
10/26/15,3,2,10,6,10,10,10,5,1,3,2,5,1,7,0,2,2,10,10,10,36 to 50,Female,740.4
10/26/15,5,3,2,5,6,5,7,1,1,9,7,8,7,8,0,1,2,7,8,7,51 or more,Female,719.1
10/26/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/26/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/26/15,3,3,6,6,7,3,6,4,2,6,6,2,1,8,8,4,1,6,6,7,21 to 35,Female,641.4
10/26/15,3,0,10,6,9,3,10,4,2,2,3,2,1,10,8,4,1,9,10,9,21 to 35,Female,675.8
10/26/15,5,3,2,6,0,5,2,0,1,10,1,1,1,8,10,4,2,0,0,10,21 to 35,Male,624.2
10/27/15,4,4,2,2,1,3,1,1,2,4,2,4,0,7,7,4,2,2,0,3,21 to 35,Male,583.8
10/27/15,3,2,1,5,7,8,4,5,1,8,6,3,6,6,0,2,2,5,2,8,Less than 20,Female,697.3
10/27/15,1,3,3,5,2,10,5,5,2,5,5,10,1,5,5,0,2,5,4,5,21 to 35,Female,659.4
10/27/15,1,2,4,7,8,7,4,3,2,6,4,3,2,7,0,2,2,7,4,10,36 to 50,Female,673.7
10/27/15,5,3,6,3,5,8,1,3,2,2,0,10,0,7,10,2,2,2,1,5,36 to 50,Female,629.2
10/27/15,5,1,9,4,8,10,3,1,2,10,6,6,1,7,10,1,2,7,5,4,51 or more,Female,681.1
10/28/15,3,3,6,5,8,10,4,1,1,6,6,8,10,8,7,4,2,5,5,5,Less than 20,Female,695.3
10/28/15,5,2,10,6,10,7,3,5,1,8,5,5,3,9,5,0,2,10,5,3,36 to 50,Female,725.5
10/28/15,2,5,1,5,2,2,4,0,1,5,2,2,2,8,0,5,1,3,1,5,21 to 35,Female,598.9
10/28/15,3,1,5,4,5,6,7,5,1,2,3,5,10,7,0,2,1,4,7,7,21 to 35,Female,689.4
10/28/15,1,2,2,4,2,2,7,1,1,3,8,10,3,7,2,1,1,10,9,7,21 to 35,Female,668.3
10/28/15,2,4,5,10,10,10,3,5,2,8,4,3,5,6,0,6,2,6,4,10,36 to 50,Male,688.8
10/28/15,2,1,3,3,5,3,1,1,1,10,5,5,10,9,0,2,2,1,1,4,21 to 35,Female,669.4
10/28/15,1,2,3,5,2,10,6,5,2,7,10,10,1,5,0,2,2,5,4,5,21 to 35,Female,681.5
10/28/15,3,5,10,10,10,10,5,5,2,10,6,2,10,6,0,10,2,7,7,10,36 to 50,Female,714.1
10/28/15,2,2,3,5,6,10,4,3,2,5,2,6,5,8,4,4,2,3,3,7,36 to 50,Male,657.5
10/28/15,4,4,10,6,5,3,4,1,1,10,8,5,5,8,0,5,2,10,5,6,51 or more,Female,703.2
10/28/15,3,0,10,6,9,3,10,4,2,2,3,2,1,10,8,4,1,9,10,9,21 to 35,Female,675.8
10/28/15,4,4,3,3,10,10,2,5,1,6,0,4,0,6,10,10,2,2,0,5,21 to 35,Female,632.9
10/28/15,4,3,4,10,4,8,8,5,2,7,5,8,5,8,0,5,2,10,8,8,36 to 50,Female,717.4
10/28/15,1,5,3,7,6,10,3,5,2,4,2,2,2,6,10,3,2,10,3,4,51 or more,Female,632.5
10/28/15,5,3,10,6,10,2,3,5,1,5,1,9,6,5,0,1,2,10,2,10,51 or more,Male,720.4
10/28/15,1,3,5,10,5,10,5,1,1,7,4,10,2,6,0,4,1,5,4,5,Less than 20,Female,669.8
10/29/15,3,3,6,6,1,1,4,2,1,6,2,5,3,7,2,5,1,7,2,3,21 to 35,Male,631.6
10/29/15,2,2,2,3,1,10,3,1,2,4,3,5,1,8,2,4,2,5,5,3,36 to 50,Female,630.1
10/29/15,3,3,10,6,3,3,8,3,2,5,4,8,10,9,0,1,2,7,7,10,Less than 20,Female,709.1
10/29/15,5,3,10,3,1,10,3,2,1,6,1,10,0,6,0,2,2,5,0,8,36 to 50,Female,681.7
10/29/15,3,3,3,4,4,3,0,0,2,8,5,8,2,8,10,3,1,5,1,2,21 to 35,Female,598.4
10/29/15,3,3,3,4,4,3,0,0,2,8,5,8,2,8,10,3,1,5,1,2,21 to 35,Female,598.4
10/29/15,2,4,10,4,3,3,4,5,2,8,4,2,10,8,0,3,2,2,2,2,21 to 35,Male,656.7
10/29/15,2,4,10,4,3,3,4,5,2,8,4,2,10,8,0,3,2,2,2,2,21 to 35,Male,656.7
10/29/15,4,3,10,5,10,10,2,5,1,8,4,8,3,8,0,2,1,10,7,3,21 to 35,Female,714
10/30/15,3,5,10,4,6,5,0,5,2,4,0,3,0,5,0,2,2,3,0,4,51 or more,Male,627.4
10/30/15,1,2,10,10,10,10,9,0,1,9,10,10,8,7,0,0,2,3,10,10,51 or more,Female,758.4
10/30/15,4,2,10,6,1,6,0,2,1,5,3,3,0,7,1,4,2,3,3,6,Less than 20,Female,658.4
10/30/15,2,4,0,1,2,1,0,1,1,1,1,2,5,10,4,1,1,4,2,2,Less than 20,Female,587.4
10/30/15,2,4,0,1,2,1,0,1,1,1,1,2,5,10,4,1,1,4,2,2,Less than 20,Female,587.4
10/30/15,3,3,6,4,10,8,6,2,2,8,5,3,2,5,10,4,2,10,1,5,51 or more,Female,652.9
10/30/15,3,3,1,1,7,7,3,1,2,1,3,3,2,8,0,2,2,4,2,3,36 to 50,Female,622.9
10/30/15,1,2,5,2,8,6,2,4,1,5,2,8,0,6,0,2,1,5,2,7,36 to 50,Male,652.4
10/30/15,5,3,1,4,4,2,3,0,1,4,0,6,0,8,0,10,2,4,0,5,51 or more,Female,623.5
10/31/15,2,1,9,9,2,8,4,2,1,8,2,1,0,8,0,1,2,9,1,5,36 to 50,Male,683.7
10/31/15,3,4,3,4,4,4,3,1,2,2,2,2,2,6,0,6,2,5,1,3,51 or more,Female,605.3
10/31/15,4,2,1,3,8,10,1,4,2,2,0,2,2,5,0,0,2,10,0,4,51 or more,Female,647.6
10/31/15,2,5,8,5,10,10,10,5,1,5,2,4,1,8,0,1,2,5,10,2,21 to 35,Female,704.7
10/31/15,5,2,10,10,10,10,10,5,1,7,5,8,5,7,0,1,2,5,5,7,36 to 50,Female,758
11/01/2015,5,0,3,10,5,10,5,1,1,10,1,10,3,10,0,2,2,0,4,10,Less than 20,Male,719.9
11/01/2015,2,2,0,3,10,10,0,5,2,5,2,6,10,5,0,0,2,5,0,10,51 or more,Female,675.6
11/01/2015,5,3,1,3,1,3,0,0,1,10,0,5,0,6,0,4,2,0,0,10,51 or more,Male,629.7
11/01/2015,2,3,6,10,5,10,4,3,1,8,5,7,1,7,0,2,2,4,3,7,21 to 35,Female,698.3
11/01/2015,1,3,0,5,2,4,2,2,1,7,3,1,1,6,0,0,1,5,0,1,51 or more,Female,608.5
11/01/2015,4,4,10,7,10,10,8,3,1,7,6,8,5,7,0,1,2,10,8,3,21 to 35,Male,741
11/01/2015,4,4,10,7,10,10,8,3,1,7,6,8,5,7,0,1,2,10,8,3,21 to 35,Male,741
11/01/2015,4,4,10,8,6,10,10,3,1,7,7,7,5,7,0,1,2,10,10,5,21 to 35,Male,745.9
11/01/2015,3,2,4,2,10,5,3,3,1,5,0,8,3,6,10,8,2,6,1,3,21 to 35,Male,642.2
11/01/2015,5,0,3,10,5,10,5,1,1,10,1,10,3,10,0,2,2,0,4,10,Less than 20,Male,719.9
11/01/2015,2,2,10,4,8,10,6,5,2,7,3,2,7,8,0,0,2,6,2,10,21 to 35,Male,704.3
11/01/2015,5,5,10,4,10,8,10,4,1,4,1,1,3,5,10,4,2,6,3,10,51 or more,Male,679.7
11/01/2015,1,2,10,6,1,8,6,3,2,8,3,3,10,8,0,6,2,10,7,7,21 to 35,Male,690.9
11/01/2015,2,4,10,2,1,3,2,2,1,7,1,3,1,8,0,10,2,2,1,10,21 to 35,Male,633.1
11/01/2015,0,5,1,2,10,3,2,5,2,10,4,3,1,5,10,2,2,5,1,7,51 or more,Female,617.2
11/01/2015,2,2,10,7,10,10,6,5,1,5,3,6,2,7,0,1,1,10,5,8,21 to 35,Female,713.4
11/01/2015,5,3,3,4,7,10,4,4,1,7,2,5,0,7,8,8,2,10,1,7,Less than 20,Female,670.7
11/01/2015,5,3,3,4,7,10,4,4,1,7,2,5,0,7,8,8,2,10,1,7,Less than 20,Female,670.7
11/02/2015,4,3,3,1,7,6,5,0,1,6,4,6,8,8,0,2,1,6,9,8,21 to 35,Female,677.9
11/02/2015,4,3,3,1,7,6,5,0,1,6,4,6,8,8,0,2,1,6,9,8,21 to 35,Female,677.9
11/02/2015,4,3,3,1,7,6,5,0,1,6,4,6,8,8,0,2,1,6,9,8,21 to 35,Female,677.9
11/02/2015,4,2,3,2,8,10,5,3,1,5,1,6,3,6,10,4,2,7,1,5,21 to 35,Male,662.2
11/02/2015,3,4,10,6,3,10,1,5,2,6,2,8,5,8,0,1,2,8,8,5,36 to 50,Female,695.3
11/02/2015,3,1,10,8,10,5,2,5,1,7,3,5,3,7,0,5,2,6,1,4,36 to 50,Female,699.6
11/02/2015,5,1,2,6,10,7,0,5,1,6,2,4,1,5,0,4,2,10,0,7,51 or more,Male,688.8
11/02/2015,5,5,0,8,10,10,8,5,1,7,3,8,10,7,10,1,1,6,6,5,36 to 50,Male,695.1
11/02/2015,3,4,1,4,7,6,1,5,2,6,9,8,2,4,6,8,1,0,3,5,21 to 35,Male,614.6
11/02/2015,5,1,10,8,10,10,10,5,1,8,4,10,4,8,1,2,2,10,5,10,36 to 50,Female,772.2
11/02/2015,3,4,1,4,7,6,1,5,2,6,9,8,2,4,6,8,1,0,3,5,21 to 35,Male,614.6
11/02/2015,3,3,6,6,4,8,4,3,2,4,5,3,4,5,5,4,1,4,4,6,21 to 35,Female,630.8
11/02/2015,2,4,2,3,10,10,1,5,1,4,4,2,10,9,0,5,2,3,1,4,51 or more,Female,672.2
11/02/2015,2,2,7,4,10,8,5,5,1,8,6,7,2,7,0,2,2,6,4,4,36 to 50,Female,710.2
11/03/2015,5,3,7,7,10,5,5,3,1,8,3,4,10,10,3,4,1,7,2,9,51 or more,Female,700
11/03/2015,4,5,10,2,1,10,0,5,2,2,1,10,1,8,10,10,1,4,0,5,21 to 35,Female,602.2
11/03/2015,3,3,5,3,3,5,3,1,2,3,6,8,5,8,10,5,2,5,3,5,21 to 35,Male,630.7
11/03/2015,2,2,4,4,0,5,5,0,1,6,2,4,2,6,1,1,2,3,1,5,21 to 35,Female,639.7
11/03/2015,5,3,9,2,10,10,3,5,1,5,5,4,0,7,5,6,2,9,0,7,36 to 50,Female,689.2
11/03/2015,3,2,6,7,6,10,5,0,2,8,3,3,10,8,0,3,2,3,5,7,36 to 50,Male,682.4
11/03/2015,5,3,9,2,10,10,9,5,1,4,5,4,0,7,5,6,2,7,0,7,36 to 50,Female,694.3
11/03/2015,4,4,5,4,3,4,3,3,2,3,2,5,3,7,5,1,2,5,1,3,36 to 50,Female,628.2
11/03/2015,1,2,7,5,10,10,7,3,1,7,7,1,5,6,7,2,2,7,1,5,36 to 50,Female,686.7
11/03/2015,5,4,8,8,2,8,5,3,1,10,5,7,3,8,0,3,2,8,5,6,21 to 35,Male,713.8
11/03/2015,5,2,8,2,3,3,1,1,2,3,0,2,3,6,0,1,2,10,1,2,21 to 35,Female,632.5
11/03/2015,5,2,8,2,3,3,1,1,2,3,0,2,3,6,0,1,2,10,1,2,21 to 35,Female,632.5
11/03/2015,5,4,10,4,10,10,2,5,1,4,1,10,0,6,8,5,2,3,6,4,21 to 35,Female,681.7
11/03/2015,4,1,7,4,6,6,9,1,1,5,6,4,7,7,0,0,2,7,5,10,36 to 50,Male,718.1
11/03/2015,4,1,4,3,5,6,1,5,2,5,1,1,0,7,10,1,2,5,6,7,51 or more,Male,641
11/04/2015,0,5,10,3,10,10,5,3,2,3,1,9,0,4,10,1,2,10,0,1,36 to 50,Male,633.5
11/04/2015,3,2,3,10,10,7,5,2,1,2,3,6,5,7,0,3,2,3,3,8,21 to 35,Female,691.3
11/04/2015,5,4,4,2,6,3,4,3,1,3,2,7,1,7,0,1,2,10,5,10,36 to 50,Female,684.7
11/04/2015,2,1,7,10,10,9,3,3,2,5,6,2,10,6,0,0,2,8,3,7,36 to 50,Female,705.6
11/04/2015,3,5,4,3,6,6,3,5,1,3,2,4,1,8,0,10,1,2,1,10,36 to 50,Female,629.9
11/04/2015,3,4,10,10,8,10,3,4,2,9,3,10,5,7,0,2,2,10,8,5,36 to 50,Female,721
11/04/2015,1,5,2,0,0,5,0,0,2,2,1,1,0,7,3,1,2,1,0,10,51 or more,Male,574.7
11/04/2015,2,3,4,2,3,3,1,1,1,6,2,8,5,6,8,5,1,1,2,5,36 to 50,Female,606.5
11/04/2015,2,2,5,2,3,5,2,2,1,8,0,5,0,9,0,5,2,8,0,2,21 to 35,Female,645.6
11/04/2015,2,2,5,2,3,5,2,2,1,8,0,5,0,9,0,5,2,8,0,2,21 to 35,Female,645.6
11/04/2015,2,2,1,10,3,6,5,1,2,8,7,5,5,7,10,2,2,7,3,4,Less than 20,Female,650.3
11/04/2015,5,1,10,10,6,10,10,5,2,10,5,7,0,8,0,0,2,4,3,10,21 to 35,Female,735.9
11/04/2015,5,1,10,10,6,10,10,5,2,10,5,7,0,8,0,0,2,4,3,10,21 to 35,Female,735.9
11/04/2015,1,4,8,5,10,10,6,4,1,4,2,10,1,7,10,0,1,10,1,3,21 to 35,Male,664.9
11/04/2015,2,3,9,5,10,4,3,1,1,8,3,3,8,7,4,0,1,5,5,3,21 to 35,Female,663.5
11/04/2015,4,4,6,10,7,10,8,3,1,7,4,10,10,7,0,5,2,8,9,2,36 to 50,Male,732.9
11/04/2015,3,3,2,6,5,5,2,5,1,8,1,10,2,8,0,5,1,8,1,3,21 to 35,Female,660
11/04/2015,3,4,9,5,1,1,0,0,2,4,1,6,0,7,0,6,1,6,2,2,36 to 50,Male,591
11/04/2015,4,3,10,10,10,7,7,5,1,4,4,5,3,6,0,8,2,10,2,7,21 to 35,Female,714.7
11/04/2015,1,5,0,2,1,4,1,1,2,2,1,1,0,9,2,10,1,3,2,3,21 to 35,Female,547.9
11/04/2015,3,3,1,7,9,6,7,0,2,8,6,3,8,8,2,8,1,6,8,10,Less than 20,Female,660.3
11/04/2015,3,1,7,3,1,3,2,1,1,8,3,7,4,8,0,1,2,2,1,1,Less than 20,Male,657.7
11/04/2015,4,5,4,10,5,2,3,3,2,3,1,2,0,8,10,3,1,5,4,3,36 to 50,Female,598.9
11/04/2015,1,3,2,10,8,5,5,2,2,1,4,10,10,6,3,3,2,5,6,10,21 to 35,Male,676.6
11/05/2015,1,5,0,2,1,4,1,1,2,2,1,1,0,9,2,10,1,3,2,3,21 to 35,Female,547.9
